"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP1632","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2024-01-13,1.75,"1-2 years"
"EMP1633","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2023-09-20,2.07,"1-2 years"
"EMP1634","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","West",2018-01-15,7.75,"6-10 years"
"EMP1635","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2024-12-22,0.81,"Less than 1 year"
"EMP1636","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2024-12-01,0.87,"Less than 1 year"
"EMP1637","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2020-11-15,4.91,"3-5 years"
"EMP1638","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2022-03-01,3.62,"3-5 years"
"EMP1639","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-05-10,5.43,"3-5 years"
"EMP1640","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2025-08-07,0.19,"Less than 1 year"
"EMP1641","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","West",2021-06-27,4.3,"3-5 years"
"EMP1642","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-06-10,0.35,"Less than 1 year"
"EMP1643","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-04-16,0.5,"Less than 1 year"
"EMP1644","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2008-07-07,17.27,"11 or more years"
"EMP1645","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-07-21,2.24,"1-2 years"
"EMP1646","Technology and Product","Engineering","Manager","People Manager","Remote","Midwest",2013-03-15,12.59,"11 or more years"
"EMP1647","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Midwest",2024-11-24,0.89,"Less than 1 year"
"EMP1648","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","West",2025-09-06,0.11,"Less than 1 year"
"EMP1649","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2023-11-28,1.88,"1-2 years"
"EMP1650","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2020-06-06,5.36,"3-5 years"
"EMP1651","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2022-07-27,3.22,"3-5 years"
"EMP1652","Technology and Product","Engineering","Senior Professional","People Manager","Hybrid","West",2016-01-30,9.71,"6-10 years"
"EMP1653","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2023-10-21,1.98,"1-2 years"
"EMP1654","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2024-10-02,1.03,"1-2 years"
"EMP1655","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2022-06-11,3.35,"3-5 years"
"EMP1656","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","Midwest",2023-11-04,1.95,"1-2 years"
"EMP1657","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","West",2022-09-21,3.07,"3-5 years"
"EMP1658","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-08-20,0.15,"Less than 1 year"
"EMP1659","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-09-29,5.04,"3-5 years"
"EMP1660","Technology and Product","Engineering","Professional","People Manager","Hybrid","South",2024-11-16,0.91,"Less than 1 year"
"EMP1661","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2024-11-09,0.93,"Less than 1 year"
"EMP1662","Technology and Product","Engineering","Professional","People Manager","Hybrid","West",2020-10-15,5,"3-5 years"
"EMP1663","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2020-06-06,5.36,"3-5 years"
"EMP1664","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2015-01-16,10.75,"6-10 years"
"EMP1665","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2025-09-15,0.08,"Less than 1 year"
"EMP1666","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2022-11-24,2.89,"1-2 years"
"EMP1667","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2009-12-31,15.79,"11 or more years"
"EMP1668","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-02-16,1.66,"1-2 years"
"EMP1669","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","Northeast",2024-06-15,1.33,"1-2 years"
"EMP1670","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2021-01-24,4.72,"3-5 years"
"EMP1671","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2019-10-02,6.04,"6-10 years"
"EMP1672","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2015-05-03,10.45,"6-10 years"
"EMP1673","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-05-26,5.39,"3-5 years"
"EMP1674","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2019-02-03,6.7,"6-10 years"
"EMP1675","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2020-08-05,5.19,"3-5 years"
"EMP1676","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","West",2015-04-06,10.53,"6-10 years"
"EMP1677","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2024-05-02,1.45,"1-2 years"
"EMP1678","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2016-07-17,9.25,"6-10 years"
"EMP1679","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2018-10-02,7.04,"6-10 years"
"EMP1680","Technology and Product","Engineering","Manager","People Manager","Hybrid","West",2021-02-15,4.66,"3-5 years"
"EMP1681","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2019-10-23,5.98,"3-5 years"
"EMP1682","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2023-01-23,2.73,"1-2 years"
"EMP1683","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2009-02-18,16.65,"11 or more years"
"EMP1684","Technology and Product","Engineering","Professional","People Manager","Hybrid","Midwest",2023-05-02,2.46,"1-2 years"
"EMP1685","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2023-05-25,2.39,"1-2 years"
"EMP1686","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2021-04-12,4.51,"3-5 years"
"EMP1687","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","Midwest",2022-11-03,2.95,"1-2 years"
"EMP1688","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2019-09-22,6.06,"6-10 years"
"EMP1689","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2019-09-19,6.07,"6-10 years"
"EMP1690","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2014-09-09,11.1,"11 or more years"
"EMP1691","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2023-09-09,2.1,"1-2 years"
"EMP1692","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2021-01-26,4.72,"3-5 years"
"EMP1693","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2021-04-13,4.51,"3-5 years"
"EMP1694","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Midwest",2025-08-18,0.16,"Less than 1 year"
"EMP1695","Technology and Product","Engineering","Director and Above","People Manager","Remote","West",2025-03-31,0.54,"Less than 1 year"
"EMP1696","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2025-04-26,0.47,"Less than 1 year"
"EMP1697","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2008-10-13,17,"11 or more years"
"EMP1698","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2019-02-09,6.68,"6-10 years"
"EMP1699","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-06-20,2.32,"1-2 years"
"EMP1700","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2022-07-07,3.27,"3-5 years"
"EMP1701","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2015-04-21,10.49,"6-10 years"
"EMP1702","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2021-09-10,4.1,"3-5 years"
"EMP1703","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2023-10-26,1.97,"1-2 years"
"EMP1704","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","Northeast",2011-11-25,13.89,"11 or more years"
"EMP1705","Technology and Product","Engineering","Manager","Individual Contributor","Remote","Midwest",2025-04-27,0.47,"Less than 1 year"
"EMP1706","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2015-07-15,10.25,"6-10 years"
"EMP1707","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2022-08-07,3.19,"3-5 years"
"EMP1708","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2018-03-31,7.54,"6-10 years"
"EMP1709","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2006-05-23,19.4,"11 or more years"
"EMP1710","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2016-02-05,9.69,"6-10 years"
"EMP1711","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2020-01-15,5.75,"3-5 years"
"EMP1712","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2020-02-29,5.63,"3-5 years"
"EMP1713","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2021-10-03,4.03,"3-5 years"
"EMP1714","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2025-06-07,0.36,"Less than 1 year"
"EMP1715","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2024-08-20,1.15,"1-2 years"
"EMP1716","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2014-03-03,11.62,"11 or more years"
"EMP1717","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","South",2018-01-30,7.71,"6-10 years"
"EMP1718","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-09-16,2.08,"1-2 years"
"EMP1719","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","West",2012-09-21,13.07,"11 or more years"
"EMP1720","Technology and Product","Engineering","Director and Above","Individual Contributor","Hybrid","Northeast",2020-10-28,4.96,"3-5 years"
"EMP1721","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","South",2025-01-28,0.71,"Less than 1 year"
"EMP1722","Technology and Product","Engineering","Senior Professional","People Manager","Hybrid","Midwest",2023-06-13,2.34,"1-2 years"
"EMP1723","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2017-04-22,8.48,"6-10 years"
"EMP1724","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","South",2024-04-15,1.5,"1-2 years"
"EMP1725","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2021-09-14,4.08,"3-5 years"
"EMP1726","Technology and Product","Engineering","Director and Above","People Manager","On-site","Midwest",2025-05-04,0.45,"Less than 1 year"
"EMP1727","Technology and Product","Engineering","Manager","Individual Contributor","Remote","Northeast",2022-07-03,3.29,"3-5 years"
"EMP1728","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2016-05-02,9.45,"6-10 years"
"EMP1729","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-03-30,1.54,"1-2 years"
"EMP1730","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2020-04-12,5.51,"3-5 years"
"EMP1731","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2014-06-29,11.3,"11 or more years"
"EMP1732","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2023-12-13,1.84,"1-2 years"
"EMP1733","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2021-01-03,4.78,"3-5 years"
"EMP1734","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Northeast",2010-03-04,15.62,"11 or more years"
"EMP1735","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-09-09,0.1,"Less than 1 year"
"EMP1736","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2018-11-06,6.94,"6-10 years"
"EMP1737","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2022-01-02,3.78,"3-5 years"
"EMP1738","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-03-12,0.59,"Less than 1 year"
"EMP1739","Technology and Product","Engineering","Manager","Individual Contributor","Remote","West",2010-01-10,15.76,"11 or more years"
"EMP1740","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2025-09-14,0.08,"Less than 1 year"
"EMP1741","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2020-07-27,5.22,"3-5 years"
"EMP1742","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2009-03-13,16.59,"11 or more years"
"EMP1743","Technology and Product","Engineering","Manager","People Manager","Remote","West",2019-08-09,6.18,"6-10 years"
"EMP1744","Technology and Product","Engineering","Manager","People Manager","Remote","South",2021-06-27,4.3,"3-5 years"
"EMP1745","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2022-01-01,3.79,"3-5 years"
"EMP1746","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2020-11-15,4.91,"3-5 years"
"EMP1747","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2025-03-13,0.59,"Less than 1 year"
"EMP1748","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2025-05-24,0.39,"Less than 1 year"
"EMP1749","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2005-08-13,20.17,"11 or more years"
"EMP1750","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2024-07-10,1.26,"1-2 years"
"EMP1751","Technology and Product","Engineering","Director and Above","People Manager","Remote","South",2014-03-23,11.56,"11 or more years"
"EMP1752","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","South",2025-01-08,0.77,"Less than 1 year"
"EMP1753","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2024-12-02,0.87,"Less than 1 year"
"EMP1754","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2017-03-24,8.56,"6-10 years"
"EMP1755","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2005-09-05,20.11,"11 or more years"
"EMP1756","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-06-28,1.3,"1-2 years"
"EMP1757","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-08-24,0.14,"Less than 1 year"
"EMP1758","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2024-08-27,1.13,"1-2 years"
"EMP1759","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2023-10-27,1.97,"1-2 years"
"EMP1760","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2011-08-06,14.19,"11 or more years"
"EMP1761","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2019-02-24,6.64,"6-10 years"
"EMP1762","Technology and Product","Engineering","Manager","People Manager","Remote","West",2020-08-01,5.2,"3-5 years"
"EMP1763","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2021-10-03,4.03,"3-5 years"
"EMP1764","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2023-03-26,2.56,"1-2 years"
"EMP1765","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2023-03-02,2.62,"1-2 years"
"EMP1766","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2011-05-12,14.43,"11 or more years"
"EMP1767","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2025-03-16,0.58,"Less than 1 year"
"EMP1768","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2023-11-04,1.95,"1-2 years"
"EMP1769","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2014-10-21,10.98,"6-10 years"
"EMP1770","Technology and Product","Engineering","Director and Above","People Manager","Remote","Midwest",2013-03-15,12.59,"11 or more years"
"EMP1771","Technology and Product","Engineering","Director and Above","Individual Contributor","Hybrid","South",2016-08-13,9.17,"6-10 years"
"EMP1772","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2016-10-10,9.01,"6-10 years"
"EMP1773","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2021-11-18,3.91,"3-5 years"
"EMP1774","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2018-11-30,6.87,"6-10 years"
"EMP1775","Technology and Product","Engineering","Manager","Individual Contributor","Hybrid","South",2022-01-15,3.75,"3-5 years"
"EMP1776","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","South",2024-07-13,1.26,"1-2 years"
"EMP1777","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2020-07-12,5.26,"3-5 years"
"EMP1778","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-01-04,5.78,"3-5 years"
"EMP1779","Technology and Product","Engineering","Manager","People Manager","On-site","Northeast",2015-03-26,10.56,"6-10 years"
"EMP1780","Technology and Product","Engineering","Director and Above","People Manager","On-site","South",2024-01-01,1.79,"1-2 years"
"EMP1781","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-09-03,5.11,"3-5 years"
"EMP1782","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-08-13,5.17,"3-5 years"
"EMP1783","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2016-09-13,9.09,"6-10 years"
"EMP1784","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2016-09-21,9.07,"6-10 years"
"EMP1785","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2020-12-27,4.8,"3-5 years"
"EMP1786","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2020-04-04,5.53,"3-5 years"
"EMP1787","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2014-01-16,11.75,"11 or more years"
"EMP1788","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2023-07-29,2.21,"1-2 years"
"EMP1789","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2019-08-26,6.14,"6-10 years"
"EMP1790","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-06-27,0.3,"Less than 1 year"
"EMP1791","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2020-12-15,4.83,"3-5 years"
"EMP1792","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2020-06-09,5.35,"3-5 years"
"EMP1793","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2016-06-30,9.29,"6-10 years"
"EMP1794","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-04-01,0.54,"Less than 1 year"
"EMP1795","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2024-06-11,1.34,"1-2 years"
"EMP1796","Technology and Product","Engineering","Professional","People Manager","Hybrid","Northeast",2024-05-12,1.43,"1-2 years"
"EMP1797","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2016-07-16,9.25,"6-10 years"
"EMP1798","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","West",2009-03-12,16.59,"11 or more years"
"EMP1799","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2019-06-19,6.32,"6-10 years"
"EMP1800","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2022-12-19,2.82,"1-2 years"
"EMP1801","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2022-02-03,3.7,"3-5 years"
"EMP1802","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2024-12-01,0.87,"Less than 1 year"
"EMP1803","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2022-03-26,3.56,"3-5 years"
"EMP1804","Technology and Product","Engineering","Director and Above","People Manager","Remote","Northeast",2016-06-25,9.31,"6-10 years"
"EMP1805","Technology and Product","Engineering","Manager","People Manager","Hybrid","West",2015-03-03,10.62,"6-10 years"
"EMP1806","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2020-04-26,5.47,"3-5 years"
"EMP1807","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2007-08-27,18.14,"11 or more years"
"EMP1808","Technology and Product","Engineering","Director and Above","Individual Contributor","Hybrid","Midwest",2019-01-15,6.75,"6-10 years"
"EMP1809","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2025-08-29,0.13,"Less than 1 year"
"EMP1810","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Midwest",2024-02-14,1.67,"1-2 years"
"EMP1811","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2020-12-10,4.85,"3-5 years"
"EMP1812","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","Northeast",2015-10-10,10.02,"6-10 years"
"EMP1813","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2025-04-29,0.46,"Less than 1 year"
"EMP1814","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2017-12-18,7.82,"6-10 years"
"EMP1815","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-05-15,2.42,"1-2 years"
"EMP1816","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2023-06-24,2.31,"1-2 years"
"EMP1817","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2017-09-23,8.06,"6-10 years"
"EMP1818","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2024-09-27,1.05,"1-2 years"
"EMP1819","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2019-04-20,6.49,"6-10 years"
"EMP1820","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2022-05-02,3.46,"3-5 years"
"EMP1821","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2007-05-20,18.41,"11 or more years"
"EMP1822","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-08-25,2.14,"1-2 years"
"EMP1823","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2021-04-10,4.51,"3-5 years"
"EMP1824","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2025-03-26,0.56,"Less than 1 year"
"EMP1825","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2022-10-28,2.97,"1-2 years"
"EMP1826","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","South",2025-06-28,0.3,"Less than 1 year"
"EMP1827","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2021-07-21,4.24,"3-5 years"
"EMP1828","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Northeast",2025-08-19,0.16,"Less than 1 year"
"EMP1829","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2015-10-11,10.01,"6-10 years"
"EMP1830","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","West",2025-05-23,0.4,"Less than 1 year"
"EMP1831","Technology and Product","Engineering","Director and Above","Individual Contributor","On-site","Northeast",2025-06-21,0.32,"Less than 1 year"
"EMP1832","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2024-04-24,1.48,"1-2 years"
"EMP1833","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2010-05-21,15.4,"11 or more years"
"EMP1834","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Midwest",2022-01-10,3.76,"3-5 years"
"EMP1835","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2019-11-01,5.95,"3-5 years"
"EMP1836","Technology and Product","Engineering","Manager","People Manager","Remote","West",2023-02-28,2.63,"1-2 years"
"EMP1837","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2015-11-01,9.95,"6-10 years"
"EMP1838","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2022-11-27,2.88,"1-2 years"
"EMP1839","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2012-11-24,12.89,"11 or more years"
"EMP1840","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2024-12-16,0.83,"Less than 1 year"
"EMP1841","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2023-10-14,2,"1-2 years"
"EMP1842","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2024-08-19,1.16,"1-2 years"
"EMP1843","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","South",2023-07-04,2.28,"1-2 years"
"EMP1844","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","West",2025-08-15,0.17,"Less than 1 year"
"EMP1845","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-12-01,1.87,"1-2 years"
"EMP1846","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2021-06-11,4.34,"3-5 years"
"EMP1847","Technology and Product","Engineering","Senior Professional","People Manager","Hybrid","West",2019-06-24,6.31,"6-10 years"
"EMP1848","Technology and Product","Engineering","Professional","People Manager","Hybrid","Midwest",2021-04-03,4.53,"3-5 years"
"EMP1849","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2018-03-13,7.59,"6-10 years"
"EMP1850","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Northeast",2022-10-03,3.03,"3-5 years"
"EMP1851","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Midwest",2012-05-13,13.42,"11 or more years"
"EMP1852","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","West",2025-09-30,0.04,"Less than 1 year"
"EMP1853","Technology and Product","Engineering","Professional","People Manager","Hybrid","Midwest",2023-10-29,1.96,"1-2 years"
"EMP1854","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2021-11-02,3.95,"3-5 years"
"EMP1855","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2017-01-02,8.78,"6-10 years"
"EMP1856","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Northeast",2018-08-20,7.15,"6-10 years"
"EMP1857","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2014-09-13,11.09,"11 or more years"
"EMP1858","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2024-03-04,1.62,"1-2 years"
"EMP1859","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","West",2016-07-31,9.21,"6-10 years"
"EMP1860","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2007-03-20,18.57,"11 or more years"
"EMP1861","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2017-09-24,8.06,"6-10 years"
"EMP1862","Technology and Product","Engineering","Professional","People Manager","Hybrid","Northeast",2018-03-16,7.58,"6-10 years"
"EMP1863","Technology and Product","Engineering","Senior Professional","People Manager","On-site","Midwest",2022-05-27,3.39,"3-5 years"
"EMP1864","Technology and Product","Engineering","Manager","People Manager","Hybrid","Northeast",2025-02-21,0.65,"Less than 1 year"
