"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group","employment_end_date","survey_wave","survey_date","eligible","invited","response_probability","responded"
"EMP2008","Technology and Product","Engineering","Professional","People Manager","Hybrid","Midwest",2021-08-13,4.17,"3-5 years",2026-02-02,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2008","Technology and Product","Engineering","Professional","People Manager","Hybrid","Midwest",2021-08-13,4.17,"3-5 years",2026-02-02,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2009","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","Northeast",2021-05-10,4.43,"3-5 years",2026-02-13,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2009","Technology and Product","Engineering","Entry Level","Individual Contributor","On-site","Northeast",2021-05-10,4.43,"3-5 years",2026-02-13,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2010","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2020-10-20,4.99,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2010","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2020-10-20,4.99,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2011","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-11-24,0.89,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.64,TRUE
"EMP2011","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2024-11-24,0.89,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.64,TRUE
"EMP2012","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","South",2021-08-12,4.18,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2012","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","South",2021-08-12,4.18,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2013","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2017-03-18,8.58,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2013","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2017-03-18,8.58,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2014","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2015-03-03,10.62,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2014","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2015-03-03,10.62,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2015","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2009-04-02,16.54,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,FALSE
"EMP2015","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2009-04-02,16.54,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,FALSE
"EMP2016","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2022-08-17,3.16,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2016","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2022-08-17,3.16,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,FALSE
"EMP2017","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-03-28,0.55,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.64,TRUE
"EMP2017","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-03-28,0.55,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.64,TRUE
"EMP2018","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","Midwest",2022-08-04,3.2,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2018","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","Midwest",2022-08-04,3.2,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2019","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2023-06-05,2.36,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2019","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2023-06-05,2.36,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2020","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2019-11-25,5.89,"3-5 years",2026-02-14,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2020","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2019-11-25,5.89,"3-5 years",2026-02-14,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2021","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2006-01-25,19.72,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,TRUE
"EMP2021","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2006-01-25,19.72,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,TRUE
"EMP2022","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2022-12-29,2.8,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2022","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2022-12-29,2.8,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2023","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2005-01-12,20.76,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,TRUE
"EMP2023","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2005-01-12,20.76,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,TRUE
"EMP2024","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2019-11-11,5.93,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2024","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","West",2019-11-11,5.93,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,FALSE
"EMP2025","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2020-08-24,5.14,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2025","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2020-08-24,5.14,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2026","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2020-09-22,5.06,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2026","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2020-09-22,5.06,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2027","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2016-10-17,8.99,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2027","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2016-10-17,8.99,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2028","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2018-11-19,6.9,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2028","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2018-11-19,6.9,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2029","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-01-07,2.77,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2029","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-01-07,2.77,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2030","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2018-09-30,7.04,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2030","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2018-09-30,7.04,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2031","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2014-11-25,10.89,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2031","Technology and Product","Engineering","Manager","People Manager","Hybrid","Midwest",2014-11-25,10.89,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2032","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2016-11-30,8.87,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2032","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2016-11-30,8.87,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2033","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2017-02-16,8.66,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,FALSE
"EMP2033","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2017-02-16,8.66,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2034","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2021-05-09,4.44,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2034","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2021-05-09,4.44,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2035","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2022-07-15,3.25,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2035","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2022-07-15,3.25,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2036","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-07-26,6.22,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2036","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-07-26,6.22,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2037","Technology and Product","Engineering","Senior Professional","People Manager","Remote","West",2015-02-12,10.67,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2037","Technology and Product","Engineering","Senior Professional","People Manager","Remote","West",2015-02-12,10.67,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2038","Technology and Product","Engineering","Manager","Individual Contributor","Remote","Midwest",2007-10-25,17.97,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2038","Technology and Product","Engineering","Manager","Individual Contributor","Remote","Midwest",2007-10-25,17.97,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2039","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2013-12-06,11.86,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,FALSE
"EMP2039","Technology and Product","Engineering","Manager","People Manager","Hybrid","South",2013-12-06,11.86,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,TRUE
"EMP2040","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2019-02-22,6.64,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2040","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2019-02-22,6.64,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2041","Technology and Product","Engineering","Director and Above","People Manager","On-site","Midwest",2023-07-02,2.29,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.63,TRUE
"EMP2041","Technology and Product","Engineering","Director and Above","People Manager","On-site","Midwest",2023-07-02,2.29,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.63,TRUE
"EMP2042","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Midwest",2021-12-26,3.8,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2042","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","Midwest",2021-12-26,3.8,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2043","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2023-11-26,1.89,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2043","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2023-11-26,1.89,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2044","Technology and Product","Engineering","Senior Professional","People Manager","Remote","Midwest",2025-08-23,0.15,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.62,TRUE
"EMP2044","Technology and Product","Engineering","Senior Professional","People Manager","Remote","Midwest",2025-08-23,0.15,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.62,TRUE
"EMP2045","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2012-12-27,12.8,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,TRUE
"EMP2045","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2012-12-27,12.8,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,FALSE
"EMP2046","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2010-02-20,15.65,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2046","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2010-02-20,15.65,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2047","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2024-10-18,0.99,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.59,FALSE
"EMP2047","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2024-10-18,0.99,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.59,FALSE
"EMP2048","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2020-03-28,5.55,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2048","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2020-03-28,5.55,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2049","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2020-06-06,5.36,"3-5 years",2025-11-16,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2049","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2020-06-06,5.36,"3-5 years",2025-11-16,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2050","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2023-08-01,2.21,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2050","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2023-08-01,2.21,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2051","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2014-10-25,10.97,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2051","Technology and Product","Engineering","Professional","Individual Contributor","On-site","Northeast",2014-10-25,10.97,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2052","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2021-12-08,3.85,"3-5 years",2025-10-24,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2052","Technology and Product","Engineering","Professional","Individual Contributor","On-site","South",2021-12-08,3.85,"3-5 years",2025-10-24,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2053","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2013-07-21,12.24,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2053","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2013-07-21,12.24,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2054","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","South",2020-12-21,4.82,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2054","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","South",2020-12-21,4.82,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2055","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2005-11-24,19.89,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,FALSE
"EMP2055","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Midwest",2005-11-24,19.89,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,TRUE
"EMP2056","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","Northeast",2021-07-04,4.28,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2056","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","Northeast",2021-07-04,4.28,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2057","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2016-07-03,9.28,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2057","Technology and Product","Engineering","Manager","People Manager","Remote","Northeast",2016-07-03,9.28,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2058","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2025-09-17,0.08,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.59,FALSE
"EMP2058","Technology and Product","Engineering","Professional","Individual Contributor","On-site","West",2025-09-17,0.08,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.59,TRUE
"EMP2059","Technology and Product","Engineering","Professional","People Manager","Hybrid","West",2024-11-27,0.88,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.64,FALSE
"EMP2059","Technology and Product","Engineering","Professional","People Manager","Hybrid","West",2024-11-27,0.88,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.64,TRUE
"EMP2060","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2015-08-28,10.13,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2060","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2015-08-28,10.13,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2061","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2020-01-09,5.77,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2061","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2020-01-09,5.77,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,FALSE
"EMP2062","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-07-07,0.27,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.64,FALSE
"EMP2062","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2025-07-07,0.27,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.64,TRUE
"EMP2063","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2015-02-02,10.7,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2063","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2015-02-02,10.7,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,FALSE
"EMP2064","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2025-01-22,0.73,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.64,TRUE
"EMP2064","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","Northeast",2025-01-22,0.73,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.64,TRUE
"EMP2065","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","South",2021-06-20,4.32,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,FALSE
"EMP2065","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","South",2021-06-20,4.32,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2066","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2021-06-01,4.37,"3-5 years",2026-07-07,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2066","Technology and Product","Engineering","Professional","Individual Contributor","Remote","South",2021-06-01,4.37,"3-5 years",2026-07-07,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2067","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-03-17,2.58,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2067","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","South",2023-03-17,2.58,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2068","Technology and Product","Engineering","Director and Above","People Manager","On-site","South",2021-02-15,4.66,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2068","Technology and Product","Engineering","Director and Above","People Manager","On-site","South",2021-02-15,4.66,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2069","Technology and Product","Engineering","Manager","People Manager","On-site","Midwest",2025-02-13,0.67,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.59,FALSE
"EMP2069","Technology and Product","Engineering","Manager","People Manager","On-site","Midwest",2025-02-13,0.67,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.59,TRUE
"EMP2070","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","West",2005-04-29,20.46,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.67,FALSE
"EMP2070","Technology and Product","Engineering","Director and Above","People Manager","Hybrid","West",2005-04-29,20.46,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.67,TRUE
"EMP2071","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","West",2022-03-02,3.62,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2071","Technology and Product","Engineering","Senior Professional","Individual Contributor","On-site","West",2022-03-02,3.62,"3-5 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2072","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2010-10-30,14.96,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,FALSE
"EMP2072","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Northeast",2010-10-30,14.96,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,FALSE
"EMP2073","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2018-03-27,7.55,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,TRUE
"EMP2073","Technology and Product","Engineering","Senior Professional","Individual Contributor","Hybrid","South",2018-03-27,7.55,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.7,TRUE
"EMP2074","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2023-02-14,2.67,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.66,FALSE
"EMP2074","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","South",2023-02-14,2.67,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.66,TRUE
"EMP2075","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2018-12-02,6.87,"6-10 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2075","Technology and Product","Engineering","Professional","Individual Contributor","Remote","West",2018-12-02,6.87,"6-10 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,TRUE
"EMP2076","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2024-12-14,0.84,"Less than 1 year",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.62,TRUE
"EMP2076","Technology and Product","Engineering","Professional","Individual Contributor","Remote","Midwest",2024-12-14,0.84,"Less than 1 year",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.62,FALSE
"EMP2077","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2023-07-25,2.23,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.68,TRUE
"EMP2077","Technology and Product","Engineering","Professional","Individual Contributor","Hybrid","Northeast",2023-07-25,2.23,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.68,FALSE
"EMP2078","Technology and Product","Engineering","Director and Above","People Manager","Remote","Northeast",2024-03-05,1.61,"1-2 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.66,TRUE
"EMP2078","Technology and Product","Engineering","Director and Above","People Manager","Remote","Northeast",2024-03-05,1.61,"1-2 years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.66,FALSE
"EMP2079","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2006-08-08,19.19,"11 or more years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.65,TRUE
"EMP2079","Technology and Product","Engineering","Senior Professional","Individual Contributor","Remote","Midwest",2006-08-08,19.19,"11 or more years",NA,"Wave 2",2026-04-15,TRUE,TRUE,0.65,TRUE
"EMP2080","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","South",2021-03-07,4.61,"3-5 years",2026-04-10,"Wave 1",2025-10-15,TRUE,TRUE,0.68,FALSE
"EMP2080","Technology and Product","Engineering","Entry Level","Individual Contributor","Remote","South",2021-03-07,4.61,"3-5 years",2026-04-10,"Wave 2",2026-04-15,FALSE,FALSE,0.05,FALSE
"EMP2081","Technology and Product","Engineering","Entry Level","Individual Contributor","Hybrid","West",2020-11-18,4.91,"3-5 years",NA,"Wave 1",2025-10-15,TRUE,TRUE,0.7,FALSE
